LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0002282809-0002-9,GLOBAL DINING INC OF CALIFORNIA,SETTECENTO,700 W 5TH STREET,LOS ANGELES,700 5TH 90071-2026,,,,722110,Full-service restaurants,14,06/30/2022,,
0003143616-0001-5,JENNIFER VANESSA TEJADA,PEANUT BUTTER & JENNY,600 W 52ND STREET,LOS ANGELES,600 52ND 90037-3312,,,,722110,Full-service restaurants,9,08/16/2019,,"(33.9955, -118.2842)"
0003369066-0001-1,FATT CHOY FOREVER LLC,LAALAAPAN,19948 Ventura,Woodland Hills,19948 VENTURA 91364,6530 Independence #328,Canoga Park,91303-2988,722110,Full-service restaurants,3,07/01/2023,,"(34.1714, 34.1714)"
0000786049-0001-7,RUNWAY TWO-FIVE CORP,THE PROUD BIRD,11022 AVIATION BLVD,LOS ANGELES,11022 AVIATION 90045-6105,150 PAULARINO AVENUE BUILDING #C,COSTA MESA,92626-3339,722110,Full-service restaurants,11,05/01/1967,,"(33.9351, -118.3784)"
0003315812-0002-8,531 FAIRFAX INC,UBUD LA,531 N FAIRFAX AVENUE,LOS ANGELES,531 Fairfax 90036-1715,16610 VENTURA BLVD,ENCINO,91436-1913,722110,Full-service restaurants,5,08/01/2022,,"(34.081, -118.3616)"
0003311677-0001-9,DON KATSU,,5122 Whittier,Los Angeles,5122 WHITTIER 90022,3445 Granada,El Monte,91731-2406,722110,Full-service restaurants,0,05/01/2022,,"(34.0207, 34.0207)"
0003311122-0001-7,WESTERN AXE LLC,MO'S HOUSE OF AXE,607 S WESTERN AVENUE,LOS ANGELES,607 WESTERN 90005-3051,8033 W Sunset #1105,Los Angeles,90046-2401,722110,Full-service restaurants,10,04/18/2022,,
0003122433-0002-1,"5 LINE MANAGEMENT, LLC",5 LINE TAVERN,2136   COLORADO BLVD   #A,LOS ANGELES,2136 COLORADO 90041-1242,,,,722110,Full-service restaurants,14,04/23/2019,,"(34.1388, -118.2133)"
0003076640-0001-4,"BRBP, LP",,1033   SWARTHMORE AVENUE,PACIFIC PALISADES,1033 SWARTHMORE 90272-2506,101   THE GROVE DRIVE,LOS ANGELES,90036-6221,722110,Full-service restaurants,11,09/21/2018,,"(34.0481, -118.5253)"
0003134508-0001-3,"CH - LITTLE TOKYO, LLC",CURRY HOUSE JAPANESE CURRY & SPAGHETTI,123   ONIZUKA STREET   SUITE #204,LOS ANGELES,123 ONIZUKA 90012-3847,120   CHULA VISTA,HOLLYWOOD PARK,78232-2234,722110,Full-service restaurants,14,06/21/2019,,"(34.0503, -118.242)"
0003322163-0001-0,SUNSET 2022 FOREVER INC,CHEF VIVOLI,7994 W Sunset,Los Angeles,7994 SUNSET 90046,,,,722110,Full-service restaurants,13,07/01/2022,,"(34.0976, 34.0976)"
0003134447-0001-5,YOON CHOI,CAN-ZO,18212 S WESTERN AVENUE,GARDENA,18212 WESTERN 90248-3819,1510 W ARTESIA SQUARE   UNIT #G,GARDENA,90248-4768,722110,Full-service restaurants,15,06/27/2019,,"(33.8649, -118.309)"
0003136883-0001-9,MICHAS TECHNOLOGIES INC,ELENI'S KITCHEN,6407   VAN NUYS BLVD,VAN NUYS,6407 VAN NUYS 91401-1437,,,,722110,Full-service restaurants,6,07/10/2019,,"(34.187, -118.4491)"
0003321772-0001-1,BEEPI AND LEK LLC,VEGAN HOUSE THAI BISTRO,1435 N Highland,Los Angeles,1435 HIGHLAND 90028,,,,722110,Full-service restaurants,13,06/29/2022,,"(34.0972, 34.0972)"
0000097465-0001-4,GUADALUPE PEREZ,BRITE SPOT RESTAURANT,615 S PACIFIC AVENUE,SAN PEDRO,615 PACIFIC 90731-2629,1720 E ANAHEIM STREET,LONG BEACH,90813-3905,722110,Full-service restaurants,15,03/26/1994,,
0002797773-0001-1,CM TORRES CORP,BLACK ROSE TAVERN,8771 W PICO BLVD,LOS ANGELES,8771 PICO 90035-2212,20460 MAROGE CIRCLE,SANTA CLARITA,91350-3811,722110,Full-service restaurants,5,02/20/2015,,"(34.0546, -118.383)"
0003137249-0001-0,CON SABOR A PERU INC,,5163   VENICE BLVD,LOS ANGELES,5163 VENICE 90019,5163   VENICE BLVD,LOS ANGELES,90019-5201,722110,Full-service restaurants,10,08/01/2019,,"(34.0452, -118.3531)"
0003137607-0001-9,CLAUDIA MARIA MALDONADO PERLA,MONSTER BURGER #3,8025   AVALON BLVD,LOS ANGELES,8025 AVALON 90003-2612,,,,722110,Full-service restaurants,9,08/01/2019,,"(33.9657, -118.2655)"
0003133590-0001-2,CHINNAWAT YUENYONGSAKUL,,11736   VICTORY BLVD,NORTH HOLLYWOOD,11736 VICTORY 91606-3422,,,,722110,Full-service restaurants,2,06/30/2019,,"(34.1864, -118.3891)"
0003137247-0001-1,MI & KI INC.,ONE 80 PIZZERIA,8519 W PICO BLVD,LOS ANGELES,8519 PICO 90035,8519 W PICO BLVD,LOS ANGELES,90035-2409,722110,Full-service restaurants,5,08/03/2019,,"(34.0536, -118.3773)"
0002532512-0003-9,NORMA LUCIA JIMENEZ PEREZ,VIVA LA ESTRELLA BELEN,1949 E 1ST STREET,LOS ANGELES,1949 1st 90033-3412,,,,722110,Full-service restaurants,14,06/01/2022,,"(34.0461, -118.2158)"
0002808746-0001-9,PHILLIP E HUGHES,JUNIORS BBQ PIT,7501 S WESTERN AVENUE,LOS ANGELES,7501 WESTERN 90047-2430,900 N ALAMEDA STREET #862365,LOS ANGELES,90086-2513,722110,Full-service restaurants,8,02/24/2015,,"(33.9718, -118.3089)"
0003310989-0001-9,MARIA VANNUCCI,WE ARE PACHAMAMA ICA,1425 OCEAN FRONT WALKS,VENICE,1425 OCEAN FRONT 90291-3605,,,,722110,Full-service restaurants,11,06/15/2022,,"(33.9877, -118.4741)"
0003326352-0001-7,GUZISAAC ENTERPRISES LLC,,238 E Belmont,Rialto,238 BELMONT 92377,,,,722110,Full-service restaurants,0,08/02/2022,,"(34.1408, 34.1408)"
0003135682-0001-1,FEFI AVI CORP,ILOPANGO RESTAURANT,8332   SEPULVEDA BLVD   #5,NORTH HILLS,8332 SEPULVEDA 91343-6529,,,,722110,Full-service restaurants,6,07/03/2019,,"(34.2222, -118.4672)"
0000910027-0001-3,VICTORIA NAVARRO,ALBERTAS MEXICAN FOOD,1304 W PACIFIC COAST HIGHWAY,WILMINGTON,1304 PACIFIC COAST 90744-2430,,,,722110,Full-service restaurants,15,04/01/1999,,
0000104152-0001-9,THEM L TANG,HONG KONG EXPRESS,3646 E OLYMPIC BLVD,LOS ANGELES,3646 OLYMPIC 90023-3129,,,,722110,Full-service restaurants,14,04/21/2000,,
0002572385-0002-9,BLAZIN WINGS INC,BUFFALO WILD WINGS,15301 VENTURA BLVD UNIT #P16,SHERMAN OAKS,15301 VENTURA 91403-5894,3 GLENLAKE PARKWAYS,ATLANTA,30328-3584,722110,Full-service restaurants,4,08/14/2013,,"(34.1537, -118.4656)"
0003134137-0001-7,SABORES MEXICAN FOOD INC,MARGARITAS MEXICAN FOOD,2101 W PICO BLVD   UNIT #A5,LOS ANGELES,2101 PICO 90006,2101 W PICO BLVD   UNIT #A5,LOS ANGELES,90006-4900,722110,Full-service restaurants,1,04/01/2019,,"(34.0476, -118.2829)"
0000271995-0001-1,"O DAE SAN, INC.",O DAE SAN,2889 W OLYMPIC BLVD,LOS ANGELES,2889 OLYMPIC 90006-2635,300 W VALLEY BLVD,ALHAMBRA,91803-3338,722110,Full-service restaurants,10,11/20/2003,,"(34.0526, -118.2973)"
0003313104-0001-3,BERENICE BETANCOURT,LOS PILARES DE SAN JUAN,13324 Van Nuys,Pacoima,13324 VAN NUYS 91331,13324 Van Nuys,Pacoima,91331-3004,722110,Full-service restaurants,7,05/02/2022,,"(34.2648, 34.2648)"
0003216468-0001-4,AMECI PIZZA AND PASTA KITCHEN,ALVIN LEWIS,3860 CRENSHAW BLVD    #101&102,LOS ANGELES,3860 CRENSHAW 90008-1816,POST OFFICE BOX #561546,LOS ANGELES,90056-0237,722110,Full-service restaurants,10,10/19/2020,,
0003135254-0001-6,SUN RAMEN & SUSHI BAR INC,SUN RAMEN & SUSHI BAR,7578   WINNETKA AVENUE,WINNETKA,7578 WINNETKA 91306-2930,7115   ETIWANDA AVENUE   #7,RESEDA,91335-4421,722110,Full-service restaurants,3,07/02/2019,,"(34.208, -118.5709)"
0000106116-0001-7,MARIA RAMIREZ,LA AZTECA,4203 CHEVY CHASE DRIVE,LOS ANGELES,4203 CHEVY CHASE 90039-1274,,,,722110,Full-service restaurants,13,02/08/1994,,
0000195355-0061-7,PANDA EXPRESS INC,PANDA EXPRESS 2648,741 S SOTO STREET,LOS ANGELES,741 SOTO 90023-1336,1683   WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,14,05/01/2017,,"(34.0347, -118.2158)"
0003321878-0001-6,NATALY DAISY DEL RIO,TACOS EL MICHOACAN,12723 Waldorf,Lynwood,12723 WALDORF 90262,,,,722110,Full-service restaurants,0,06/30/2022,,"(33.9074, 33.9074)"
0003132196-0001-0,ORI RESTAURANTS INC,ELA,307   LINCOLN BLVD,VENICE,307 LINCOLN 90291-2842,,,,722110,Full-service restaurants,11,06/17/2019,,"(34.0011, -118.4677)"
0002824314-0004-4,CREWS LAX2 LLC,PICK UP STIX,200 WORLD WAY SPACE #236FB,LOS ANGELES,200 WORLD 90045-5885,8685 W SAHARA AVENUE SUITE #280,LAS VEGAS,89117-5886,722110,Full-service restaurants,11,05/15/2015,,"(33.9452, -118.4019)"
0002456033-0002-8,LEMONADE RESTAURANT GROUP LLC,,250 S GRAND AVENUE,LOS ANGELES,250 GRAND 90012-3007,1600 CHAMPA STREET SUITE #340,DENVER,80202-2709,722110,Full-service restaurants,14,09/20/2009,,"(34.0538, -118.2503)"
0003058185-0001-2,GUADALUPE RIVAS,IRENE'S RESTAURANT,2215 S CENTRAL AVENUE,LOS ANGELES,2215 CENTRAL 90011-1238,1523 E 42ND STREET,LOS ANGELES,90011-3317,722110,Full-service restaurants,9,05/31/2018,,"(34.0217, -118.2532)"
0003312408-0001-9,AUSILIO LONG BEACH LLC,CLUCK AND BLAZE,8305 Laurel Canyon,Sun Valley,8305 LAUREL CANYON 91352,4501 E Carson #107,Long Beach,90808-1756,722110,Full-service restaurants,6,04/26/2022,,"(34.2218, 34.2218)"
0000645091-0001-1,MARIBEL CORTEZ,EL CANCUN,7228 CANBY AVENUE #A,RESEDA,7228 CANBY 91335-8136,,,,722110,Full-service restaurants,3,08/01/2004,,"(34.2016, -118.5347)"
0002678161-0001-8,VICTORY BREAD LLC,VICTORY BREAD,14049 VICTORY BLVD,VAN NUYS,14049 VICTORY 91401-2225,,,,722110,Full-service restaurants,2,04/24/2013,,"(34.1866, -118.4391)"
0003136469-0001-6,VERN THEATER INC,DON QUIXOTE,2811 E OLYMPIC BLVD,LOS ANGELES,2811 OLYMPIC 90023-3411,1216 E OJAI AVENUE,OJAI,93023-3015,722110,Full-service restaurants,14,07/09/2019,,"(34.0235, -118.2172)"
0002818016-0001-7,"SUCHITLAN RESTAURANT, INC.",SUCHITLAN RESTAURANT,13683 VAN NUYS BLVD,PACOIMA,13683 VAN NUYS 91331-3617,13683 VAN NUYS BLVD,PACOIMA,91331-3617,722110,Full-service restaurants,7,03/02/2015,,"(34.2596, -118.4309)"
0003228583-0001-8,JOSE LUIS PACHECO DIMAS,MARISCOS GARIBALDI,1859 E 1ST STREET,LOS ANGELES,1859 1ST 90033,,,,722110,Full-service restaurants,14,01/01/2021,,"(34.047, -118.2177)"
0003137029-0001-6,USBE GROUP INC,RJ BAR & ENTERTAINMENT,3855   WILSHIRE BLVD,LOS ANGELES,3855 WILSHIRE 90010,968 S NEW HAMPSHIRE AVENUE   UNIT #3,LOS ANGELES,90006-1628,722110,Full-service restaurants,10,08/01/2019,,"(34.0619, -118.3107)"
0000114971-0001-3,LUIS ESTEVEZ,TACOS LA NENA,4427 AVALON BLVD,LOS ANGELES,4427 AVALON 90011-5626,3527 BLANCHARD STREET,LOS ANGELES,90063-3841,722110,Full-service restaurants,9,03/16/1994,,
0003326170-0001-9,HEALTHY AMERICA CA LLC,LOVE LIFE NOURISH,8900 VENICE BLVD UNIT #101,CULVER CITY,8900 VENICE 90232-2361,1005 W 38TH STREET SUITE #300,AUSTIN,78705-1042,722110,Full-service restaurants,0,08/01/2022,,
0000216453-0001-4,LACOCINITA RESTAURANT INC,,13178 VAN NUYS BLVD,PACOIMA,13178 VAN NUYS 91331-2572,,,,722110,Full-service restaurants,7,10/09/2004,,"(34.2677, -118.4198)"
0000410027-0002-4,DENSAIF INC,DENNY'S 9395,12861   ENCINITAS AVENUE,SYLMAR,12861 ENCINITAS 91342-3518,13515   HUBBARD STREET,SYLMAR,91342-4419,722110,Full-service restaurants,7,02/07/2019,,"(34.303, -118.4783)"
0002934939-0001-1,"GOLDEN ORANGE, INC.",O SUSHI,11082   SANTA MONICA BLVD,LOS ANGELES,11082 SANTA MONICA 90025-3561,11082   SANTA MONICA BLVD,LOS ANGELES,90025-3561,722110,Full-service restaurants,5,02/23/2016,,"(34.0476, -118.4439)"
0003309360-0001-1,GREGORY BADRYAN,YEREVAN STEAK HOUSE,5752 LANKERSHIM BLVD,NORTH HOLLYWOOD,5752 LANKERSHIM 91601-1627,,,,722110,Full-service restaurants,2,04/07/2022,,"(34.1752, -118.3807)"
0003084627-0001-1,RITROVO PLAYA VISTA LLC,RITROVO,6020   SEABLUFF DRIVE   SUITE #4,PLAYA VISTA,6020 SEABLUFF 90094-2211,6020   SEABLUFF DRIVE   SUITE #4,PLAYA VISTA,90094-2211,722110,Full-service restaurants,11,11/15/2018,,"(33.9737, -118.4221)"
0000684752-0004-1,"GRILL CONCEPTS, INC.",DAILY GRILL,5410 W CENTURY BLVD,LOS ANGELES,5410 CENTURY 90045-5912,5765 S RAINBOW BLVD   SUITE #101,LAS VEGAS,89118-2537,722110,Full-service restaurants,11,04/19/2010,,"(33.9452, -118.3746)"
0003131954-0001-4,TACOMIENDO MEXICAN RESTAURANT,,4502   INGLEWOOD BLVD,CULVER CITY,4502 INGLEWOOD 90230-5857,,,,722110,Full-service restaurants,11,06/18/2019,,"(33.9949, -118.4176)"
0000649093-0014-1,"MCDONALD'S RESTAURANTS OF CALIFORNIA, INC.",MC DONALDS #2084,3124 N SAN FERNANDO ROAD,LOS ANGELES,3124 SAN FERNANDO 90065-1413,POST OFFICE BOX #183090,COLUMBUS,43218-3090,722110,Full-service restaurants,13,01/26/1991,,"(34.1155, -118.2465)"
0003194906-0001-5,GARFONOS PIZZA LLC,LA HOT WINGS,5468 VALLEY BLVD,LOS ANGELES,5468 VALLEY 90032-3530,,,,722110,Full-service restaurants,14,04/28/2020,,"(34.0734, -118.1638)"
0003132861-0001-3,SANTIAGO A CERVANTES,TIROS CHICKEN,6225 S SAN PEDRO STREET,LOS ANGELES,6225 SAN PEDRO 90003-1636,,,,722110,Full-service restaurants,9,06/20/2019,,"(33.9826, -118.2699)"
0002783852-0001-1,SAZON K-TRACHO,,4181 S FIGUEROA STREET,LOS ANGELES,4181 FIGUEROA 90037,4181 S FIGUEROA STREET,LOS ANGELES,90037-2040,722110,Full-service restaurants,9,09/01/2014,,"(34.0073, -118.2827)"
0003311627-0001-1,EL BURRITO JALAPENO LLC,,726 S Pacific AVENUE,San Pedro,726 PACIFIC 90731,529 W 12th #1,San Pedro,90731-4445,722110,Full-service restaurants,15,02/16/2022,,"(33.7373, 33.7373)"
0002853789-0001-2,"INTERNATIONAL FRANCHISE GROUP, INC.",,2010 JAMES M WOOD BLVD,LOS ANGELES,2010 JAMES M WOOD 90006-3006,2010 JAMES M WOOD BLVD,LOS ANGELES,90006-3006,722110,Full-service restaurants,1,08/21/2015,,"(34.0529, -118.2777)"
0003134728-0001-7,TAQUERIA JEREZ INC,,8610   VAN NUYS BLVD   #12,PANORAMA CITY,8610 VAN NUYS 91402-7207,POST OFFICE BOX #4141,PANORAMA CITY,91412-4141,722110,Full-service restaurants,6,08/30/2016,,"(34.2268, -118.4494)"
0000005775-0008-8,PANDHER FAST FOOD INC,,6576   VAN NUYS BLVD,VAN NUYS,6576 VAN NUYS 91401-1426,12771   VAN NUYS BLVD,PACOIMA,91331-1627,722110,Full-service restaurants,6,06/12/2019,,"(34.1903, -118.448)"
0003260705-0001-1,"DOKKAEBI RESTAURANT, INC.",,3950   WILSHIRE BLVD,LOS ANGELES,3950 WILSHIRE 90010,3950   WILSHIRE BLVD,LOS ANGELES,90010-3303,722110,Full-service restaurants,10,07/14/2021,,"(34.0614, -118.313)"
0000119896-0001-1,"HOME RESTAURANT SAVP, INC.",HOME RESTAURANT,1760 HILLHURST AVENUE,LOS ANGELES,1760 HILLHURST 90027-4457,,,,722110,Full-service restaurants,4,01/11/2001,,
0003218548-0001-0,1956 INC,CLUB 1956,1600 ARGYLE AVENUE,LOS ANGELES,1600 ARGYLE 90028-6408,5123 WILBUR AVENUE,TARZANA,91356-4014,722110,Full-service restaurants,13,11/15/2020,,"(34.1, -118.3249)"
0000120820-0001-0,ROGELIO FONSECA,LA ABEJA RESTAURANT,3700 N FIGUEROA STREET,LOS ANGELES,3700 FIGUEROA 90065-2447,,,,722110,Full-service restaurants,1,05/01/1995,,
0000509555-0001-3,"BELLA KING FOODS, INC.",KING COLE PIZZA,612 S LORENA STREET,LOS ANGELES,612 LORENA 90023-1644,,,,722110,Full-service restaurants,14,05/01/1986,,"(34.0304, -118.1992)"
0003209037-0001-1,EARTH VIBES RESTAURANT INC,,13231 GLADSTONE AVENUE,SYLMAR,13231 Gladstone 91342-3116,13231 GLADSTONE AVENUE,SYLMAR,91342-3116,722110,Full-service restaurants,7,09/01/2020,,"(34.3112, -118.429)"
0003105210-0001-4,"AMERICAN BEAUTY VENTURE, LLC",AMERICAN BEAUTY,425   ROSE AVENUE,VENICE,425 ROSE 90291-2629,2434   LINCOLN BLVD,VENICE,90291-6034,722110,Full-service restaurants,11,03/01/2019,,"(33.9981, -118.4745)"
0003135214-0001-1,"ITWIL, INC.",ROAD TO SEOUL,1230 S WESTERN AVENUE,LOS ANGELES,1230 WESTERN 90006,1230 S WESTERN AVENUE,LOS ANGELES,90006-3108,722110,Full-service restaurants,10,07/01/2019,,"(34.0487, -118.3087)"
0002963854-0002-7,SHABUSHI INC,STREET FOODS MARKET,5155   HOLLYWOOD BLVD,LOS ANGELES,5155 HOLLYWOOD 90027-6113,,,,722110,Full-service restaurants,13,06/28/2019,,"(34.1018, -118.3023)"
0003134594-0001-8,LADUREE LOS ANGELES LLC,LADUREE MANSUR GAVRIEL,8475   MELROSE PLACE,LOS ANGELES,8475 MELROSE 90069,311 N BEVERLY DRIVE,BEVERLY HILLS,90210-4713,722110,Full-service restaurants,5,07/12/2019,,"(34.0839, -118.3759)"
0003259308-0001-1,JA & JC INC,LEMON ZEST,14622   VENTURA BLVD   UNIT #103,SHERMAN OAKS,14622 VENTURA 91403-3662,14622   VENTURA BLVD   UNIT #103,SHERMAN OAKS,91403-3662,722110,Full-service restaurants,4,06/29/2021,,"(34.151, -118.4522)"
0002533277-0001-0,RECREATIONAL ENGINEERING LLC,RODEO KING OF RAMADA,21340 DEVONSHIRE STREET SUITE #B,CHATSWORTH,21340 DEVONSHIRE 91311-2320,5249   COLODNY DRIVE   SUITE #8,AGOURA HILLS,91301-2637,722110,Full-service restaurants,12,01/01/2011,,"(34.2572, -118.596)"
0000849905-0001-0,WILLIAM/LORI GRIGG,LORIS KITCHEN,15333 SHERMAN WAY #U,VAN NUYS,15333 SHERMAN 91406-4204,4011 STONE CANYON AVENUE,SHERMAN OAKS,91403-4542,722110,Full-service restaurants,6,07/05/1992,,"(34.2012, -118.4672)"
0003133980-0002-0,YELLOW DOT RESTAURANT GROUP INC,THE RED CHICKZ,557 S SPRING STREET,LOS ANGELES,557 SPRING 90013-2303,,,,722110,Full-service restaurants,14,06/01/2019,,"(34.047, -118.2503)"
0003323217-0001-5,LEANG VOUCH CHEA,ABC TONY DONUT,4555 E 3RD STREET SUITE #A1,LOS ANGELES,4555 3RD 90022-1685,,,,722110,Full-service restaurants,0,03/01/2022,,
0003321967-0001-6,TSIBUGAN NA! FILIPINO CUISISNE LLC,,735 E 12TH STREET    #403,LOS ANGELES,735 12TH 90021-2264,,,,722110,Full-service restaurants,14,06/06/2022,,"(34.0334, -118.2522)"
0003319548-0001-2,POKITOMIK NORTHRIDGE INC,POKITOMIK,18110 Nordhoff #B,Northridge,18110 NORDHOFF 91325,,,,722110,Full-service restaurants,12,06/15/2022,,"(34.2352, 34.2352)"
0003358639-0001-0,KOMBU SAN LLC,,300 S Santa Fe #Q,Los Angeles,300 SANTA FE 90013-3100,,,,722110,Full-service restaurants,14,01/01/2022,,"(34.0439, 34.0439)"
0003121106-0001-3,MJ CASAMAR INC,CASA MARAVILLA BAR & GRILL,1828 S VERMONT AVENUE,LOS ANGELES,1828 VERMONT 90006-4526,1828 S VERMONT AVENUE,LOS ANGELES,90006-4526,722110,Full-service restaurants,1,07/01/2019,,"(34.0405, -118.2913)"
0000838001-0001-4,USA DONUTS & CROISSANTS,,7041 TOPANGA CANYON BLVD,CANOGA PARK,7041 TOPANGA CANYON 91303-1961,,,,722110,Full-service restaurants,3,03/01/2003,,"(34.1981, -118.606)"
0003040946-0001-3,E4 INVESTMENTS INC,TERIYAKI MADNESS SYLMAR,18941 GRANADA CIRCLE,PORTER RANCH,18941 GRANADA 91326-1505,18941 GRANADA CIRCLE,PORTER RANCH,91326-1505,722110,Full-service restaurants,12,03/15/2018,,"(34.2858, -118.5465)"
0003135288-0001-5,ALEN KHACHIKYAN,2 GUYS KABOB,8440   BRADLEY AVENUE,SUN VALLEY,8440 BRADLEY 91352-3308,,,,722110,Full-service restaurants,6,07/01/2019,,"(34.2239, -118.3701)"
0000450306-0002-2,RUBIOS RESTAURANTS INC,RUBIO'S FRESH MEXICAN GRILL,4250 LINCOLN BLVD,MARINA DEL REY,4250 LINCOLN 90292-5654,2200   FARADAY AVENUE   SUITE #250,CARLSBAD,92008-7234,722110,Full-service restaurants,11,10/17/1996,,"(33.9858, -118.4435)"
0003203186-0001-0,VALLEY RESTAURANT INC,,20002 VENTURA BLVD,WOODLAND HILLS,20002 Ventura 91364-2632,,,,722110,Full-service restaurants,3,05/01/2020,,"(34.1716, -118.5686)"
0002558294-0001-2,WSTHREE-55 INC,WINGSTOP,12745 VAN NUYS BLVD,PACOIMA,12745 VAN NUYS 91331-1627,20058 VENTURA BLVD,WOODLAND HILLS,91364-2637,722110,Full-service restaurants,7,05/02/2011,,"(34.2745, -118.4104)"
0002826659-0001-6,SUJITRA FUHTRAKOON,THAI SILK EXPRESS,1260 S SOTO STREET #17,LOS ANGELES,1260 SOTO 90023-2631,,,,722110,Full-service restaurants,14,04/01/2015,,"(34.0272, -118.2195)"
0003136142-0001-2,PROVIDENCIA II LLC,LA TAPACHULTECA,8640   VAN NUYS BLVD,PANORAMA CITY,8640 VAN NUYS 91402-2913,,,,722110,Full-service restaurants,6,07/08/2019,,"(34.2267, -118.4493)"
0003210481-0001-6,BELAIR BISTRO,,2337   ROSCOMARE ROAD   UNIT #4,LOS ANGELES,2337 ROSCOMARE 90077,2337   ROSCOMARE ROAD   UNIT #4,LOS ANGELES,90077-1851,722110,Full-service restaurants,5,09/21/2020,,"(34.1167, -118.4644)"
0000850893-0007-5,KAZI FOODS INC,KFC # H730-016,6502 LAUREL CANYON BLVD,N HOLLYWOOD,6502 LAUREL CANYON 91606-1521,3671 SUNSWEPT DRIVE,STUDIO CITY,91604-2325,722110,Full-service restaurants,2,03/01/1991,,"(34.1885, -118.3964)"
0002301814-0003-5,UROOS TRADING INC,BAJA FRESH NORTHRIDGE,9159 RESEDA BLVD,NORTHRIDGE,9159 RESEDA 91324-3031,,,,722110,Full-service restaurants,12,01/01/2022,,"(34.2367, -118.537)"
0002371086-0003-9,WILSON PITRUZZELLI INVESTMENTS LLC,BREADLAM,826 E 3RD STREET,LOS ANGELES,826 3RD 90013-1820,,,,722110,Full-service restaurants,14,01/01/2016,,"(34.0456, -118.2353)"
0003095168-0003-9,"FM RESTAURANTS EL TORITO OPCO, LLC",EL TORITO CANTINA AUTENTICA,14433  1/2   VENTURA BLVD,SHERMAN OAKS,14433 VENTURA 91423-2678,,,,722110,Full-service restaurants,4,11/05/2018,,"(34.1508, -118.4472)"
0003131828-0001-3,"PARAMOUNT BROOKLYN, LLC",,2706 E CESAR E CHAVEZ AVENUE,LOS ANGELES,2706 CESAR E CHAVEZ 90033-3106,2404   WILSHIRE BLVD   SUITE #8A,LOS ANGELES,90057-3342,722110,Full-service restaurants,14,06/05/2018,,"(34.0448, -118.204)"
0003257866-0001-1,POSH MANAGEMENT,PARADISE LA UNCUT,889 W 190TH STREET,GARDENA,889 190TH 90248-4236,849   VICTOR AVENUE   #1,INGLEWOOD,90302-2658,722110,Full-service restaurants,15,07/15/2021,,"(33.8597, -118.2898)"
0002927165-0001-3,RICHARD RAYA JR,SAMS TACOS,715 S SOTO STREET,LOS ANGELES,715 SOTO 90023-1320,,,,722110,Full-service restaurants,14,08/12/2016,,"(34.0353, -118.2153)"
0003133052-0001-6,MARISCOS SAN MIGUEL ARCANGEL CORP,,2614   MAPLE AVENUE,LOS ANGELES,2614 MAPLE 90011-1432,,,,722110,Full-service restaurants,9,07/01/2019,,"(34.0228, -118.2655)"
0002930752-0001-1,BERZA PARTNERS LLC,JEJE CHICKEN,16970   SAN FERNANDO MISSION BLVD   SUITE #C1,GRANADA HILLS,16970 SAN FERNANDO MISSION 91344-4264,,,,722110,Full-service restaurants,12,09/01/2016,,"(34.2717, -118.5013)"
0003145668-0001-7,"PLANT-BASED PIZZA VENICE, LLC",DOUBLE ZERO,1700   LINCOLN BLVD,VENICE,1700 LINCOLN 90291-3968,1009   ABBOT KINNEY BLVD,VENICE,90291-3372,722110,Full-service restaurants,11,04/27/2019,,"(33.9968, -118.458)"
0003084207-0001-1,"EUROPEAN GASTRO MANAGEMENT, LP",RASSELBOCK,3817   GRAND VIEW BLVD,LOS ANGELES,3817 GRAND VIEW 90066-4405,3817   GRAND VIEW BLVD   BUILDING,LOS ANGELES,90066-4405,722110,Full-service restaurants,11,12/01/2018,,"(34.0041, -118.431)"
0000123843-0001-2,IRAPUATO CORP,EL CHINO RESTAURANT,2119 W 8TH STREET #D,LOS ANGELES,2119 8TH 90057-4088,,,,722110,Full-service restaurants,1,01/01/2004,,"(34.0549, -118.278)"
0000133322-0001-6,LAPD LAW ENFORCEMENT EXPLORER SCOUT POST 515E,,19020 VANOWEN STREET,RESEDA,19020 VANOWEN 91335,,,,722110,Full-service restaurants,3,03/11/1981,,
0003261712-0001-9,ANIUUUSHDAY RESTAURANTS II LLC,,1918 W SUNSET BLVD,LOS ANGELES,1918 SUNSET 90026,1918 W SUNSET BLVD,LOS ANGELES,90026-3229,722110,Full-service restaurants,13,07/06/2021,,"(34.0778, -118.2613)"
0002995021-0005-5,"POLLO CAMPERO OF CALIFORNIA, LLC",POLLO CAMPERO,1605 W OLYMPIC BLVD,LOS ANGELES,1605 OLYMPIC 90015-3808,12404 PARK CENTRAL DRIVE SUITE #250N,DALLAS,75251-1800,722110,Full-service restaurants,1,10/30/2017,,"(34.0498, -118.2743)"
